Company,LTP (₹),Market Cap (Cr),Volume,Links,Ticker
Sanghvi Movers Ltd.,240.80,"2,085","4,57,544",https://www.etmoney.com/stocks/sanghvi-movers-ltd/2313,SANGHVIMOV
Updater Services Ltd.,311.00,"2,082","1,01,473",https://www.etmoney.com/stocks/updater-services-ltd/4464,UDS
Precision Camshafts Ltd.,219.15,"2,082","2,09,707",https://www.etmoney.com/stocks/precision-camshafts-ltd/146,PRECAM
Mahindra Logistics Ltd.,287.70,"2,075","2,79,051",https://www.etmoney.com/stocks/mahindra-logistics-ltd/2667,MAHLOG
EIH Associated Hotels Ltd.,339.85,"2,071","64,834",https://www.etmoney.com/stocks/eih-associated-hotels-ltd/1994,EIHAHOTELS
Premier Explosives Ltd.,380.10,"2,043","3,16,233",https://www.etmoney.com/stocks/premier-explosives-ltd/1291,PREMEXPLN
Associated Alcohols & Breweries Ltd.,"1,125.00","2,034","59,848",https://www.etmoney.com/stocks/associated-alcohols-and-breweries-ltd/1695,ASALCBR
Bajel Projects Ltd.,175.63,"2,030","6,86,301",https://www.etmoney.com/stocks/bajel-projects-ltd/4523,BAJEL
Kolte-Patil Developers Ltd.,266.95,"2,029","1,45,292",https://www.etmoney.com/stocks/kolte-patil-developers-ltd/1351,KOLTEPATIL
Ramco Industries Ltd.,233.55,"2,027","73,900",https://www.etmoney.com/stocks/ramco-industries-ltd/2650,RAMCOIND
Jai Corp Ltd.,113.24,"2,021","9,73,636",https://www.etmoney.com/stocks/jai-corp-ltd/41,JAICORPLTD
Laxmi Dental Ltd.,366.35,"2,014","6,12,403",https://www.etmoney.com/stocks/laxmi-dental-ltd/4996,LAXMIDENTL
Panacea Biotec Ltd.,328.65,"2,013","2,14,836",https://www.etmoney.com/stocks/panacea-biotec-ltd/2221,PANACEABIO
Quick Heal Technologies Ltd.,370.80,"2,001","1,45,826",https://www.etmoney.com/stocks/quick-heal-technologies-ltd/1796,QUICKHEAL
Carraro India Ltd.,351.35,"1,997","1,39,494",https://www.etmoney.com/stocks/carraro-india-ltd/4976,CARRARO
Quadrant Future Tek Ltd.,498.75,"1,995","55,52,435",https://www.etmoney.com/stocks/quadrant-future-tek-ltd/4995,QUADFUTURE
Exicom Tele-Systems Ltd.,164.96,"1,993","5,30,995",https://www.etmoney.com/stocks/exicom-tele-systems-ltd/4564,EXICOM
AGI Infra Ltd.,812.75,"1,986","58,587",https://www.etmoney.com/stocks/agi-infra-ltd/473,AGIIL
Accelya Solutions India Ltd.,"1,326.55","1,980","19,700",https://www.etmoney.com/stocks/accelya-solutions-india-ltd/2717,ACCELYA
Pix Transmissions Ltd.,"1,453.10","1,980","52,206",https://www.etmoney.com/stocks/pix-transmissions-ltd/1977,PIXTRANS
Motisons Jewellers Ltd.,20.11,"1,980","28,48,947",https://www.etmoney.com/stocks/motisons-jewellers-ltd/4497,MOTISONS
Windsor Machines Ltd.,258.20,"1,979","57,088",https://www.etmoney.com/stocks/windsor-machines-ltd/757,WINDMACHIN
Confidence Petroleum India Ltd.,59.48,"1,976","2,85,630",https://www.etmoney.com/stocks/confidence-petroleum-india-ltd/1437,CONFIPET
Unitech Ltd.,7.49,"1,960","37,63,531",https://www.etmoney.com/stocks/unitech-ltd/3681,UNITECH
Indo Tech Transformers Ltd.,"1,837.40","1,951","99,255",https://www.etmoney.com/stocks/indo-tech-transformers-ltd/1894,INDOTECH
Federal-Mogul Goetze (India) Ltd.,350.40,"1,949","3,02,508",https://www.etmoney.com/stocks/federal-mogul-goetze-india-ltd/768,FMGOETZE
IOL Chemicals and Pharmaceuticals Ltd.,331.95,"1,949","1,26,799",https://www.etmoney.com/stocks/iol-chemicals-and-pharmaceuticals-ltd/1800,IOLCP
Rajratan Global Wire Ltd.,383.70,"1,948","18,207",https://www.etmoney.com/stocks/rajratan-global-wire-ltd/1550,RAJRATAN
Agro Tech Foods Ltd.,795.45,"1,938","27,066",https://www.etmoney.com/stocks/agro-tech-foods-ltd/1955,ATFL
Mangalam Cement Ltd.,698.40,"1,920","2,80,068",https://www.etmoney.com/stocks/mangalam-cement-ltd/1869,MANGLMCEM
Landmark Cars Ltd.,463.75,"1,919","52,560",https://www.etmoney.com/stocks/landmark-cars-ltd/4283,LANDMARK
Filatex India Ltd.,43.22,"1,918","9,28,864",https://www.etmoney.com/stocks/filatex-india-ltd/1577,FILATEX
JNK India Ltd.,343.55,"1,917","2,43,630",https://www.etmoney.com/stocks/jnk-india-ltd/4745,JNKINDIA
Nelco Ltd.,838.45,"1,913","1,42,122",https://www.etmoney.com/stocks/nelco-ltd/1078,NELCO
Fino Payments Bank Ltd.,227.95,"1,897","1,83,739",https://www.etmoney.com/stocks/fino-payments-bank-ltd/3916,FINOPB
Rashi Peripherals Ltd.,287.60,"1,895","87,614",https://www.etmoney.com/stocks/rashi-peripherals-ltd/4545,RPTECH
Pondy Oxides & Chemicals Ltd.,672.35,"1,888","59,901",https://www.etmoney.com/stocks/pondy-oxides-and-chemicals-ltd/2203,POCL
Rane Holdings Ltd.,"1,322.40","1,888","6,149",https://www.etmoney.com/stocks/rane-holdings-ltd/2072,RANEHOLDIN
S P Apparels Ltd.,748.50,"1,878","17,087",https://www.etmoney.com/stocks/s-p-apparels-ltd/1084,SPAL
Parag Milk Foods Ltd.,157.32,"1,878","4,64,751",https://www.etmoney.com/stocks/parag-milk-foods-ltd/1749,PARAGMILK
Cupid Ltd.,69.90,"1,877","16,82,305",https://www.etmoney.com/stocks/cupid-ltd/1671,CUPID
Salasar Techno Engineering Ltd.,10.82,"1,868","37,51,715",https://www.etmoney.com/stocks/salasar-techno-engineering-ltd/2556,SALASAR
Paramount Communications Ltd.,61.04,"1,862","10,59,484",https://www.etmoney.com/stocks/paramount-communications-ltd/2845,PARACABLES
Seshasayee Paper & Boards Ltd.,294.75,"1,859","25,903",https://www.etmoney.com/stocks/seshasayee-paper-and-boards-ltd/1579,SESHAPAPER
Solara Active Pharma Sciences Ltd.,458.05,"1,844","1,57,561",https://www.etmoney.com/stocks/solara-active-pharma-sciences-ltd/786,SOLARA
Thejo Engineering Ltd.,"1,687.85","1,831","12,666",https://www.etmoney.com/stocks/thejo-engineering-ltd/4471,THEJO
Meghmani Organics Ltd.,71.95,"1,830","7,50,864",https://www.etmoney.com/stocks/meghmani-organics-ltd/3181,MOL
Knowledge Marine & Engineering Works Ltd.,"1,688.75","1,824","8,192",https://www.etmoney.com/stocks/knowledge-marine-and-engineering-works-ltd/4936,KMEW
Nitin Spinners Ltd.,319.45,"1,796","1,38,964",https://www.etmoney.com/stocks/nitin-spinners-ltd/1324,NITINSPIN
