Company,LTP (₹),Market Cap (Cr),Volume,Links,Ticker
Cambridge Technology Enterprises Ltd.,61.66,121,"47,340",https://www.etmoney.com/stocks/cambridge-technology-enterprises-ltd/266,CTE
Future Market Networks Ltd.,19.91,121,"36,589",https://www.etmoney.com/stocks/future-market-networks-ltd/1072,FMNL
Goyal Aluminiums Ltd.,8.45,121,"67,478",https://www.etmoney.com/stocks/goyal-aluminiums-ltd/4249,GOYALALUM
Gayatri Projects Ltd.,6.36,119,"25,780",https://www.etmoney.com/stocks/gayatri-projects-ltd/2809,GAYAPROJ
Aarey Drugs & Pharmaceuticals Ltd.,41.59,118,"22,386",https://www.etmoney.com/stocks/aarey-drugs-and-pharmaceuticals-ltd/2068,AAREYDRUGS
Ausom Enterprise Ltd.,86.48,118,"4,594",https://www.etmoney.com/stocks/ausom-enterprise-ltd/885,AUSOMENT
Kakatiya Cement Sugar & Industries Ltd.,151.39,118,"5,012",https://www.etmoney.com/stocks/kakatiya-cement-sugar-and-industries-ltd/1085,KAKATCEM
Patel Integrated Logistics Ltd.,16.80,117,"1,91,248",https://www.etmoney.com/stocks/patel-integrated-logistics-ltd/239,PATINTLOG
Ajooni Biotech Ltd.,6.77,117,"6,57,056",https://www.etmoney.com/stocks/ajooni-biotech-ltd/3087,AJOONI
ART Nirman Ltd.,46.59,116,"11,033",https://www.etmoney.com/stocks/art-nirman-ltd/3908,ARTNIRMAN
Moksh Ornaments Ltd.,13.46,116,"87,880",https://www.etmoney.com/stocks/moksh-ornaments-ltd/2929,MOKSH
Excel Realty N Infra Ltd.,0.82,116,"19,51,826",https://www.etmoney.com/stocks/excel-realty-n-infra-ltd/133,EXCEL
Orissa Bengal Carrier Ltd.,54.82,116,"32,226",https://www.etmoney.com/stocks/orissa-bengal-carrier-ltd/4083,OBCL
Latteys Industries Ltd.,19.90,114,"98,049",https://www.etmoney.com/stocks/latteys-industries-ltd/4368,LATTEYS
Ansal Properties & Infrastructure Ltd.,7.23,114,"34,762",https://www.etmoney.com/stocks/ansal-properties-and-infrastructure-ltd/1464,ANSALAPI
Bharat Gears Ltd.,73.86,113,"29,034",https://www.etmoney.com/stocks/bharat-gears-ltd/1183,BHARATGEAR
Madhav Copper Ltd.,41.45,113,"49,060",https://www.etmoney.com/stocks/madhav-copper-ltd/580,MCL
Loyal Textiles Mills Ltd.,233.20,112,"1,726",https://www.etmoney.com/stocks/loyal-textiles-mills-ltd/1859,LOYALTEX
SPL Industries Ltd.,38.43,111,"97,730",https://www.etmoney.com/stocks/spl-industries-ltd/1378,SPLIL
Lasa Supergenerics Ltd.,22.21,111,"42,070",https://www.etmoney.com/stocks/lasa-supergenerics-ltd/1716,LASA
AAA Technologies Ltd.,86.73,111,"6,399",https://www.etmoney.com/stocks/aaa-technologies-ltd/4266,AAATECH
Atam Valves Ltd.,97.02,111,"22,022",https://www.etmoney.com/stocks/atam-valves-ltd/4364,ATAM
Bodhi Tree Multimedia Ltd.,8.89,111,"2,05,441",https://www.etmoney.com/stocks/bodhi-tree-multimedia-ltd/4322,BTML
Tokyo Plast International Ltd.,114.31,109,"5,619",https://www.etmoney.com/stocks/tokyo-plast-international-ltd/841,TOKYOPLAST
Suvidhaa Infoserve Ltd.,5.15,108,"1,07,786",https://www.etmoney.com/stocks/suvidhaa-infoserve-ltd/521,SUVIDHAA
SEL Manufacturing Company Ltd.,32.25,107,"8,107",https://www.etmoney.com/stocks/sel-manufacturing-company-ltd/3911,SELMC
Landmark Property Development Company Ltd.,7.94,107,"10,651",https://www.etmoney.com/stocks/landmark-property-development-company-ltd/2335,LPDC
Motor & General Finance Ltd.,27.47,106,"18,896",https://www.etmoney.com/stocks/motor-and-general-finance-ltd/1368,MOTOGENFIN
The Grob Tea Company Ltd.,874.35,102,532,https://www.etmoney.com/stocks/the-grob-tea-company-ltd/951,GROBTEA
Hisar Metal Industries Ltd.,188.08,102,"1,618",https://www.etmoney.com/stocks/hisar-metal-industries-ltd/715,HISARMETAL
HEC Infra Projects Ltd.,99.71,101,"5,537",https://www.etmoney.com/stocks/hec-infra-projects-ltd/4001,HECPROJECT
Anmol India Ltd.,17.71,101,"48,964",https://www.etmoney.com/stocks/anmol-india-ltd/3019,ANMOL
Orchasp Ltd.,3.15,101,"1,71,247",https://www.etmoney.com/stocks/orchasp-ltd/2946,ORCHASP
SecMark Consultancy Ltd.,96.60,101,"1,173",https://www.etmoney.com/stocks/secmark-consultancy-ltd/4473,SECMARK
Nagreeka Exports Ltd.,32.13,100,"22,854",https://www.etmoney.com/stocks/nagreeka-exports-ltd/257,NAGREEKEXP
Kavveri Defence & Wireless Technologies Ltd.,49.65,100,"2,017",https://www.etmoney.com/stocks/kavveri-defence-and-wireless-technologies-ltd/3083,KAVVERITEL
Shah Alloys Ltd.,50.40,100,"13,281",https://www.etmoney.com/stocks/shah-alloys-ltd/511,SHAHALLOYS
Mittal Life Style Ltd.,2.21,98,"25,92,760",https://www.etmoney.com/stocks/mittal-life-style-ltd/2132,MITTAL
Sundaram Multi Pap Ltd.,2.06,98,"8,13,338",https://www.etmoney.com/stocks/sundaram-multi-pap-ltd/326,SUNDARAM
Agri-Tech (India) Ltd.,164.00,97,"10,811",https://www.etmoney.com/stocks/agri-tech-india-ltd/1087,AGRITECH
Zenith Steel Pipes & Industries Ltd.,6.78,96,"99,548",https://www.etmoney.com/stocks/zenith-steel-pipes-and-industries-ltd/3615,ZENITHSTL
Semac Consultants Ltd.,304.30,95,"2,965",https://www.etmoney.com/stocks/semac-consultants-ltd/195,SEMAC
Alkali Metals Ltd.,90.18,92,"4,261",https://www.etmoney.com/stocks/alkali-metals-ltd/1914,ALKALI
Ahlada Engineers Ltd.,70.83,92,"20,802",https://www.etmoney.com/stocks/ahlada-engineers-ltd/1429,AHLADA
BLB Ltd.,16.98,90,"51,608",https://www.etmoney.com/stocks/blb-ltd/96,BLBLIMITED
Aki India Ltd.,10.13,90,"22,727",https://www.etmoney.com/stocks/aki-india-ltd/4351,AKI
Barak Valley Cements Ltd.,40.37,89,"17,673",https://www.etmoney.com/stocks/barak-valley-cements-ltd/3669,BVCL
Aakash Exploration Services Ltd.,8.81,89,"1,59,467",https://www.etmoney.com/stocks/aakash-exploration-services-ltd/3017,AAKASH
Touchwood Entertainment Ltd.,80.02,89,"2,26,003",https://www.etmoney.com/stocks/touchwood-entertainment-ltd/2951,TOUCHWOOD
Shekhawati Industries Ltd.,25.68,89,"18,565",https://www.etmoney.com/stocks/shekhawati-industries-ltd/1687,SHEKHAWATI
Orient Press Ltd.,88.13,88,"4,893",https://www.etmoney.com/stocks/orient-press-ltd/414,ORIENTLTD
AMD Industries Ltd.,45.75,88,"13,072",https://www.etmoney.com/stocks/amd-industries-ltd/998,AMDIND
Reliable Data Services Ltd.,84.80,88,"1,70,404",https://www.etmoney.com/stocks/reliable-data-services-ltd/4819,RELIABLE
Energy Development Company Ltd.,18.37,87,"14,228",https://www.etmoney.com/stocks/energy-development-company-ltd/564,ENERGYDEV
Cinevista Ltd.,15.11,87,"19,332",https://www.etmoney.com/stocks/cinevista-ltd/981,CINEVISTA
Noida Toll Bridge Company Ltd.,4.62,86,"31,396",https://www.etmoney.com/stocks/noida-toll-bridge-company-ltd/3036,NOIDATOLL
Dangee Dums Ltd.,5.51,85,"1,10,774",https://www.etmoney.com/stocks/dangee-dums-ltd/603,DANGEE
Paras Petrofils Ltd.,2.51,84,"1,22,673",https://www.etmoney.com/stocks/paras-petrofils-ltd/3696,PARASPETRO
Securekloud Technologies Ltd.,24.57,82,"52,654",https://www.etmoney.com/stocks/securekloud-technologies-ltd/1640,SECURKLOUD
Biofil Chemicals & Pharmaceuticals Ltd.,49.48,81,"12,384",https://www.etmoney.com/stocks/biofil-chemicals-and-pharmaceuticals-ltd/2907,BIOFILCHEM
LCC Infotech Ltd.,6.30,80,"1,10,997",https://www.etmoney.com/stocks/lcc-infotech-ltd/2559,LCCINFOTEC
Digjam Ltd.,39.81,80,"29,000",https://www.etmoney.com/stocks/digjam-ltd/3598,DIGJAMLMTD
Damodar Industries Ltd.,34.11,79,"4,030",https://www.etmoney.com/stocks/damodar-industries-ltd/1470,DAMODARIND
Oriental Trimex Ltd.,10.63,78,"5,55,237",https://www.etmoney.com/stocks/oriental-trimex-ltd/187,ORIENTALTL
3P Land Holdings Ltd.,42.99,77,"10,591",https://www.etmoney.com/stocks/3p-land-holdings-ltd/1950,3PLAND
Nandani Creation Ltd.,44.62,77,"32,062",https://www.etmoney.com/stocks/nandani-creation-ltd/3178,JAIPURKURT
Banaras Beads Ltd.,115.65,77,"1,385",https://www.etmoney.com/stocks/banaras-beads-ltd/2607,BANARBEADS
Transwarranty Finance Ltd.,14.29,77,"21,307",https://www.etmoney.com/stocks/transwarranty-finance-ltd/2236,TFL
Delta Manufacturing Ltd.,70.08,76,"9,549",https://www.etmoney.com/stocks/delta-manufacturing-ltd/1438,DELTAMAGNT
Lexus Granito (India) Ltd.,37.56,76,"9,782",https://www.etmoney.com/stocks/lexus-granito-india-ltd/4334,LEXUS
Shiva Mills Ltd.,87.69,76,"1,552",https://www.etmoney.com/stocks/shiva-mills-ltd/1916,SHIVAMILLS
Ind-Swift Ltd.,13.91,75,"59,254",https://www.etmoney.com/stocks/ind-swift-ltd/3138,INDSWFTLTD
Atlas Cycles (Haryana) Ltd.,115.39,75,877,https://www.etmoney.com/stocks/atlas-cycles-haryana-ltd/3592,ATLASCYCLE
Palred Technologies Ltd.,60.50,74,"1,962",https://www.etmoney.com/stocks/palred-technologies-ltd/2962,PALREDTEC
Banka Bioloo Ltd.,67.85,74,"46,971",https://www.etmoney.com/stocks/banka-bioloo-ltd/2314,BANKA
Raj Oil Mills Ltd.,48.48,73,"1,333",https://www.etmoney.com/stocks/raj-oil-mills-ltd/1074,ROML
Twentyfirst Century Management Services Ltd.,68.72,72,"1,553",https://www.etmoney.com/stocks/twentyfirst-century-management-services-ltd/307,21STCENMGM
Silgo Retail Ltd.,38.77,72,"41,268",https://www.etmoney.com/stocks/silgo-retail-ltd/2010,SILGO
Golden Tobacco Ltd.,40.00,70,"3,400",https://www.etmoney.com/stocks/golden-tobacco-ltd/2461,GOLDENTOBC
HOV Services Ltd.,55.89,70,"37,464",https://www.etmoney.com/stocks/hov-services-ltd/2976,HOVS
Agro Phos India Ltd.,34.59,70,"18,781",https://www.etmoney.com/stocks/agro-phos-india-ltd/2164,AGROPHOS
Bang Overseas Ltd.,51.40,70,"6,564",https://www.etmoney.com/stocks/bang-overseas-ltd/1321,BANG
Narmada Agrobase Ltd.,18.20,69,"31,583",https://www.etmoney.com/stocks/narmada-agrobase-ltd/4243,NARMADA
Celebrity Fashions Ltd.,12.15,69,"1,42,434",https://www.etmoney.com/stocks/celebrity-fashions-ltd/596,CELEBRITY
Tree House Education & Accessories Ltd.,16.18,68,"34,270",https://www.etmoney.com/stocks/tree-house-education-and-accessories-ltd/778,TREEHOUSE
Cerebra Integrated Technologies Ltd.,5.59,68,"1,01,183",https://www.etmoney.com/stocks/cerebra-integrated-technologies-ltd/1209,CEREBRAINT
Archies Ltd.,19.74,67,"20,664",https://www.etmoney.com/stocks/archies-ltd/2069,ARCHIES
Ganga Forging Ltd.,5.04,66,"7,34,372",https://www.etmoney.com/stocks/ganga-forging-ltd/3064,GANGAFORGE
McNally Bharat Engineering Company Ltd.,3.12,66,"36,545",https://www.etmoney.com/stocks/mcnally-bharat-engineering-company-ltd/3607,MBECL
Tarapur Transformers Ltd.,32.84,64,"4,954",https://www.etmoney.com/stocks/tarapur-transformers-ltd/3084,TARAPUR
Astron Paper & Board Mill Ltd.,13.73,64,"69,248",https://www.etmoney.com/stocks/astron-paper-and-board-mill-ltd/475,ASTRON
Simbhaoli Sugars Ltd.,15.45,64,"16,307",https://www.etmoney.com/stocks/simbhaoli-sugars-ltd/1139,SIMBHALS
Diligent Media Corporation Ltd.,5.44,64,"94,055",https://www.etmoney.com/stocks/diligent-media-corporation-ltd/1312,DNAMEDIA
Vinny Overseas Ltd.,1.35,63,"9,54,879",https://www.etmoney.com/stocks/vinny-overseas-ltd/4265,VINNY
Malu Paper Mills Ltd.,36.62,62,"72,319",https://www.etmoney.com/stocks/malu-paper-mills-ltd/1296,MALUPAPER
Balkrishna Paper Mills Ltd.,19.35,62,"16,836",https://www.etmoney.com/stocks/balkrishna-paper-mills-ltd/3075,BALKRISHNA
Adroit Infotech Ltd.,15.47,62,"31,370",https://www.etmoney.com/stocks/adroit-infotech-ltd/3009,ADROITINFO
Karma Energy Ltd.,52.98,61,"6,621",https://www.etmoney.com/stocks/karma-energy-ltd/574,KARMAENG
Super Spinning Mills Ltd.,11.13,61,"27,044",https://www.etmoney.com/stocks/super-spinning-mills-ltd/2402,SUPERSPIN
Jet Freight Logistics Ltd.,12.92,60,"50,482",https://www.etmoney.com/stocks/jet-freight-logistics-ltd/3996,JETFREIGHT
ICDS Ltd.,45.67,59,23,https://www.etmoney.com/stocks/icds-ltd/3855,ICDSLTD
Nakoda Group Of Industries Ltd.,37.70,59,"25,039",https://www.etmoney.com/stocks/nakoda-group-of-industries-ltd/3174,NGIL
HB Stockholdings Ltd.,81.66,58,"4,797",https://www.etmoney.com/stocks/hb-stockholdings-ltd/2893,HBSL
Aro Granite Industries Ltd.,38.01,58,"9,263",https://www.etmoney.com/stocks/aro-granite-industries-ltd/2102,AROGRANITE
DSJ Keep Learning Ltd.,3.69,57,"5,313",https://www.etmoney.com/stocks/dsj-keep-learning-ltd/1233,KEEPLEARN
Blue Coast Hotels Ltd.,39.07,57,5,https://www.etmoney.com/stocks/blue-coast-hotels-ltd/3070,BLUECOAST
Lakshmi Finance & Industrial Corporation Ltd.,189.76,57,"1,464",https://www.etmoney.com/stocks/lakshmi-finance-and-industrial-corporation-ltd/1630,LFIC
NRB Industrial Bearings Ltd.,23.00,56,"10,882",https://www.etmoney.com/stocks/nrb-industrial-bearings-ltd/1891,NIBL
Ravi Kumar Distilleries Ltd.,23.17,56,"21,764",https://www.etmoney.com/stocks/ravi-kumar-distilleries-ltd/2260,RKDL
Sagardeep Alloys Ltd.,32.40,55,"17,054",https://www.etmoney.com/stocks/sagardeep-alloys-ltd/139,SAGARDEEP
SITI Networks Ltd.,0.62,54,"4,45,190",https://www.etmoney.com/stocks/siti-networks-ltd/236,SITINET
MEP Infrastructure Developers Ltd.,2.90,54,"2,20,538",https://www.etmoney.com/stocks/mep-infrastructure-developers-ltd/2572,MEP
Godha Cabcon & Insulation Ltd.,0.81,54,"7,88,814",https://www.etmoney.com/stocks/godha-cabcon-and-insulation-ltd/2674,GODHA
We Win Ltd.,53.10,54,"23,204",https://www.etmoney.com/stocks/we-win-ltd/4110,WEWIN
Manugraph India Ltd.,16.88,51,"10,865",https://www.etmoney.com/stocks/manugraph-india-ltd/2759,MANUGRAPH
Mask Investments Ltd.,167.12,51,581,https://www.etmoney.com/stocks/mask-investments-ltd/3627,MASKINVEST
Supreme Engineering Ltd.,2.04,51,"1,52,902",https://www.etmoney.com/stocks/supreme-engineering-ltd/363,SUPREMEENG
ABM International Ltd.,52.45,49,872,https://www.etmoney.com/stocks/abm-international-ltd/101,ABMINTLLTD
Marshall Machines Ltd.,19.53,48,"10,470",https://www.etmoney.com/stocks/marshall-machines-ltd/3958,MARSHALL
AKG Exim Ltd.,15.19,48,"27,850",https://www.etmoney.com/stocks/akg-exim-ltd/968,AKG
Norben Tea & Exports Ltd.,41.07,48,"5,596",https://www.etmoney.com/stocks/norben-tea-and-exports-ltd/2045,NORBTEAEXP
Madhucon Projects Ltd.,6.48,48,"28,482",https://www.etmoney.com/stocks/madhucon-projects-ltd/2993,MADHUCON
Ambica Agarbathies & Aroma Industries Ltd.,27.77,48,"28,130",https://www.etmoney.com/stocks/ambica-agarbathies-and-aroma-industries-ltd/2916,AMBICAAGAR
Kanani Industries Ltd.,2.41,48,"1,62,057",https://www.etmoney.com/stocks/kanani-industries-ltd/199,KANANIIND
Akshar Spintex Ltd.,0.60,47,"36,08,614",https://www.etmoney.com/stocks/akshar-spintex-ltd/4105,AKSHAR
Pearl Polymers Ltd.,27.79,47,"25,056",https://www.etmoney.com/stocks/pearl-polymers-ltd/1898,PEARLPOLY
Next Mediaworks Ltd.,6.93,46,"6,248",https://www.etmoney.com/stocks/next-mediaworks-ltd/230,NEXTMEDIA
Pritish Nandy Communications Ltd.,31.86,46,"3,448",https://www.etmoney.com/stocks/pritish-nandy-communications-ltd/1412,PNC
TECIL Chemicals & Hydro Power Ltd.,24.16,46,"1,231",https://www.etmoney.com/stocks/tecil-chemicals-and-hydro-power-ltd/4350,TECILCHEM
Akash Infra-Projects Ltd.,27.00,46,"4,025",https://www.etmoney.com/stocks/akash-infra-projects-ltd/1086,AKASH
Ashoka Metcast Ltd.,18.08,45,"36,773",https://www.etmoney.com/stocks/ashoka-metcast-ltd/4395,ASHOKAMET
Country Condo's Ltd.,5.82,45,"99,918",https://www.etmoney.com/stocks/country-condos-ltd/2958,COUNCODOS
Shree Ram Proteins Ltd.,1.04,45,"1,45,152",https://www.etmoney.com/stocks/shree-ram-proteins-ltd/3848,SRPL
GACM Technologies Ltd.,0.65,44,"16,40,637",https://www.etmoney.com/stocks/gacm-technologies-ltd/3701,GATECH
SVP Global Textiles Ltd.,3.40,43,"21,783",https://www.etmoney.com/stocks/svp-global-textiles-ltd/722,SVPGLOB
Khaitan (India) Ltd.,89.93,43,"21,897",https://www.etmoney.com/stocks/khaitan-india-ltd/3176,KHAITANLTD
Shrenik Ltd.,0.69,42,"6,37,893",https://www.etmoney.com/stocks/shrenik-ltd/830,SHRENIK
Debock Industries Ltd.,2.58,42,"4,46,021",https://www.etmoney.com/stocks/debock-industries-ltd/4078,DIL
Archidply Decor Ltd.,74.60,42,"1,507",https://www.etmoney.com/stocks/archidply-decor-ltd/3667,ADL
Tamilnadu Telecommunications Ltd.,9.00,41,"9,994",https://www.etmoney.com/stocks/tamilnadu-telecommunications-ltd/3833,TNTELE
N K Industries Ltd.,66.53,40,459,https://www.etmoney.com/stocks/n-k-industries-ltd/625,NKIND
Khandwala Securities Ltd.,25.66,39,"16,336",https://www.etmoney.com/stocks/khandwala-securities-ltd/836,KHANDSE
Vineet Laboratories Ltd.,42.20,39,"14,949",https://www.etmoney.com/stocks/vineet-laboratories-ltd/3135,VINEETLAB
Madhav Marbles & Granites Ltd.,43.05,39,"5,053",https://www.etmoney.com/stocks/madhav-marbles-and-granites-ltd/2727,MADHAV
Laxmi Cotspin Ltd.,22.31,38,"67,848",https://www.etmoney.com/stocks/laxmi-cotspin-ltd/3930,LAXMICOT
Binani Industries Ltd.,12.14,38,"4,107",https://www.etmoney.com/stocks/binani-industries-ltd/3748,BINANIIND
Rollatainers Ltd.,1.49,37,"2,07,182",https://www.etmoney.com/stocks/rollatainers-ltd/2901,ROLLT
Mohit Industries Ltd.,26.02,37,"9,004",https://www.etmoney.com/stocks/mohit-industries-ltd/1113,MOHITIND
Nagreeka Capital & Infrastructure Ltd.,29.15,37,"1,292",https://www.etmoney.com/stocks/nagreeka-capital-and-infrastructure-ltd/921,NAGREEKCAP
Future Lifestyle Fashions Ltd.,1.81,37,"63,011",https://www.etmoney.com/stocks/future-lifestyle-fashions-ltd/2827,FLFL
STL Global Ltd.,13.08,36,"15,666",https://www.etmoney.com/stocks/stl-global-ltd/2638,SGL
Libas Consumer Products Ltd.,13.61,36,"57,390",https://www.etmoney.com/stocks/libas-consumer-products-ltd/2965,LIBAS
Mahalaxmi Fabric Mills Ltd.,33.50,36,"2,683",https://www.etmoney.com/stocks/mahalaxmi-fabric-mills-ltd/4859,MFML
TGB Banquets and Hotels Ltd.,12.10,35,"1,90,670",https://www.etmoney.com/stocks/tgb-banquets-and-hotels-ltd/1110,TGBHOTELS
Blue Chip India Ltd.,6.37,35,"75,852",https://www.etmoney.com/stocks/blue-chip-india-ltd/3793,BLUECHIP
Sri Havisha Hospitality and Infrastructure Ltd.,2.29,35,"53,794",https://www.etmoney.com/stocks/sri-havisha-hospitality-and-infrastructure-ltd/3794,HAVISHA
Viji Finance Ltd.,2.46,35,"18,619",https://www.etmoney.com/stocks/viji-finance-ltd/16,VIJIFIN
Ankit Metal & Power Ltd.,2.47,35,"30,580",https://www.etmoney.com/stocks/ankit-metal-and-power-ltd/2229,ANKITMETAL
G-Tec Jainx Education Ltd.,32.84,33,6,https://www.etmoney.com/stocks/g-tec-jainx-education-ltd/1642,GTECJAINX
Hybrid Financial Services Ltd.,11.29,33,"5,852",https://www.etmoney.com/stocks/hybrid-financial-services-ltd/4264,HYBRIDFIN
Williamson Magor & Company Ltd.,30.30,33,"12,886",https://www.etmoney.com/stocks/williamson-magor-and-company-ltd/1173,WILLAMAGOR
Goenka Diamond & Jewels Ltd.,1.03,33,"1,30,211",https://www.etmoney.com/stocks/goenka-diamond-and-jewels-ltd/3738,GOENKA
Cyber Media (India) Ltd.,20.43,32,"5,430",https://www.etmoney.com/stocks/cyber-media-india-ltd/1588,CYBERMEDIA
Sanwaria Consumer Ltd.,0.43,32,"6,48,281",https://www.etmoney.com/stocks/sanwaria-consumer-ltd/3761,SANWARIA
Kaushalya Infrastructure Development Corpn.Ltd.,900.50,31,354,https://www.etmoney.com/stocks/kaushalya-infrastructure-development-corpnltd/1169,KAUSHALYA
Kshitij Polyline Ltd.,3.46,31,"1,91,406",https://www.etmoney.com/stocks/kshitij-polyline-ltd/4180,KSHITIJPOL
California Software Company Ltd.,11.30,31,"10,586",https://www.etmoney.com/stocks/california-software-company-ltd/1998,CALSOFT
Infomedia Press Ltd.,6.00,30,"31,031",https://www.etmoney.com/stocks/infomedia-press-ltd/3072,INFOMEDIA
Sanginita Chemicals Ltd.,11.44,30,"27,967",https://www.etmoney.com/stocks/sanginita-chemicals-ltd/218,SANGINITA
Uniinfo Telecom Services Ltd.,26.40,28,"16,901",https://www.etmoney.com/stocks/uniinfo-telecom-services-ltd/4007,UNIINFO
Visagar Polytex Ltd.,0.89,26,"3,65,051",https://www.etmoney.com/stocks/visagar-polytex-ltd/3014,VIVIDHA
Future Enterprises Ltd.,0.57,26,"3,20,497",https://www.etmoney.com/stocks/future-enterprises-ltd/2697,FEL
Tijaria Polypipes Ltd.,8.85,25,"14,057",https://www.etmoney.com/stocks/tijaria-polypipes-ltd/2989,TIJARIA
JHS Svendgaard Retail Ventures Ltd.,36.29,24,"3,600",https://www.etmoney.com/stocks/jhs-svendgaard-retail-ventures-ltd/4771,RETAIL
Impex Ferro Tech Ltd.,2.67,23,"7,474",https://www.etmoney.com/stocks/impex-ferro-tech-ltd/428,IMPEXFERRO
Morarjee Textiles Ltd.,6.39,23,"6,015",https://www.etmoney.com/stocks/morarjee-textiles-ltd/1103,MORARJEE
Globale Tessile Ltd.,21.71,23,"3,646",https://www.etmoney.com/stocks/globale-tessile-ltd/4861,GLOBALE
Gujarat Raffia Industries Ltd.,42.23,23,"8,878",https://www.etmoney.com/stocks/gujarat-raffia-industries-ltd/3693,GUJRAFFIA
Ace Integrated Solutions Ltd.,22.08,23,"3,434",https://www.etmoney.com/stocks/ace-integrated-solutions-ltd/4250,ACEINTEG
Radaan Mediaworks (I) Ltd.,4.08,22,"23,196",https://www.etmoney.com/stocks/radaan-mediaworks-i-ltd/1962,RADAAN
Gayatri Highways Ltd.,0.90,22,"22,104",https://www.etmoney.com/stocks/gayatri-highways-ltd/3024,GAYAHWS
Heads UP Ventures Ltd.,9.30,21,"20,350",https://www.etmoney.com/stocks/heads-up-ventures-ltd/33,HEADSUP
Compuage Infocom Ltd.,2.35,20,"31,311",https://www.etmoney.com/stocks/compuage-infocom-ltd/1331,COMPINFO
Silly Monks Entertainment Ltd.,18.17,19,"1,595",https://www.etmoney.com/stocks/silly-monks-entertainment-ltd/3089,SILLYMONKS
Lypsa Gems & Jewellery Ltd.,6.23,18,"19,784",https://www.etmoney.com/stocks/lypsa-gems-and-jewellery-ltd/758,LYPSAGEMS
TCI Finance Ltd.,13.68,18,"10,789",https://www.etmoney.com/stocks/tci-finance-ltd/963,TCIFINANCE
TV Vision Ltd.,4.41,17,"4,378",https://www.etmoney.com/stocks/tv-vision-ltd/3088,TVVISION
Suumaya Industries Ltd.,2.47,17,"2,47,264",https://www.etmoney.com/stocks/suumaya-industries-ltd/2984,SUULD
Winsome Yarns Ltd.,2.35,17,"19,699",https://www.etmoney.com/stocks/winsome-yarns-ltd/3776,WINSOME
